,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0,-0.8009176344757173,-1.5103263286877553,-0.27448012221142903,-1.3983064702859191,-0.3845416911953685,-0.14518996047448174,0.4012013070846008,1.1274985092456276,0.3850699377894697,0.0
1,0.8546504673529162,-1.0172706389178146,1.4663349753310735,0.36059261753183636,-0.45893978289008913,-0.2678881015593286,-1.8282206568079213,0.07601453711343713,0.4919500428897016,1.0
2,0.05543185543065386,-2.0056462419707457,-0.5302560049672648,-0.4971273238973029,-0.32835345974579494,1.2161018277963165,0.33825501670516683,0.5626821696611745,1.970750233767016,0.0
3,-0.6088714266596985,-1.1259733193998496,-0.2628199545764414,1.8435143908272462,-0.6554823218826435,0.9748003519090341,0.7842554878201744,-1.52588894325417,-0.2157287253424849,0.0
4,0.19614716581663455,1.1424259630321811,-0.7442932850545008,0.4566431052082913,0.8256509483637801,-0.40669539218013206,0.2901450976511987,-0.10329505732202429,-0.7310186615780961,1.0
5,-1.5111537243669269,-0.19057283730338914,-0.09241820677391474,-0.5774410868523849,-0.19840666770000295,-0.8490740733837757,-0.7699320559897017,-0.157681580153942,0.07950057331614468,0.0
6,0.524045800949304,-0.4418650178736457,1.4211523142463753,-0.5778426211444441,-1.2844628898528383,-1.740897210936128,0.04541460091610503,0.532149955074422,-0.5984713011446177,1.0
7,0.04645144231247209,-0.12581314668609103,-0.43611040894130954,0.22086533753933577,-0.5556912080980698,0.44734656825008073,-0.08786676884871089,-0.8257269432437537,0.4819529185288854,0.0
8,0.8185341671214287,1.0881781341335612,-0.6304556752487777,-0.48104098733857087,-0.9039638344272297,-0.38094159888915063,-0.13157661336819318,0.7656711526706554,-0.10402904236404978,0.0
9,0.19921585904990044,-0.48151765717789,0.40697967749142977,0.16189669631008408,-0.6437681174852017,-1.5825052408027445,-0.4754428232618909,-2.4291232274159515,0.1376342084525722,0.0
10,-1.9895123933882313,0.34167642704610507,-0.44323003512295095,0.5017735816853551,0.07919368448915377,-1.7021584288073852,-0.28017409038402813,-1.9119881656832431,-1.5311419784589377,0.0
